favorite_count,full_text,clean_text,sentiment
0,@SoundOfYogi Baru aja kepikiran kaya gini tadi bensin uda mepet tp pom shell jauh karna emang duikit bgt pom shell ga kaya pom merah yg ada dmana2. Tp sepedaku jg gaenak kalo ga diisi shell pokonya digasnya gaenak: ) trs gmn nyampenya.. trs kepikiran beli 5000 jg wkwk. Tp gajadi,kepikiran kaya gini bensin uda mepet tp pom shell karna emang duikit bgt pom shell ga kaya pom merah dmana tp sepedaku jg gaenak kalo ga diisi shell pokonya digasnya gaenak trs gmn nyampenya trs kepikiran beli jg wkwk tp gajadi,neutral
0,@SoundOfYogi Sangking irinya yang merah sampe pom bensin shell selalu kehabisan stok..,sangking irinya merah sampe pom bensin shell kehabisan stok,negative
2,@innovacommunity kemarin lwt pom bensin Shell yg di Jalan Bekasi Raya. miris liat karyawannya stand by di pintu masuk buat arahin ke bengkel dll keliatannya bukan buat orang2 isi bensin semoga segera pulih lagi ,kemarin lwt pom bensin shell jalan bekasi raya miris liat karyawannya stand by pintu masuk arahin bengkel dll keliatannya orang isi bensin semoga pulih,positive
0,@moonellz kenapa gue mikir keras ya kerang pdhl shell tp bukannya lg langka yaaa pom swasta?,gue mikir keras ya kerang pdhl shell tp lg langka yaaa pom swasta,negative
0,terpantau pom shell deket rumah sudah ada angka nya,terpantau pom shell deket rumah angka,neutral
0,Terpantau pom bensin Shell di Jalan Panjang Jakbar udah refill.,terpantau pom bensin shell jalan jakbar udah refill,positive
0,Makanya gue males isi di pom plat merah. Jadi kapan Shell ada bensinnya ?,gue males isi pom plat merah shell bensinnya,neutral
0,@bacottetangga__ Woi @MyPertaminaID sering benar sih kasus2 berantem terjadi di pom Pertamina. Entah masalah antrian masalah teknis ada aja. Coba lihat pom merek lain macam Shell Vevo dan BP gak ada tuh. Ini indikasi kl pegelolaan pom kalian belum benar. Coba diperbaiki,woi berantem pom pertamina antrian teknis coba lihat pom merek shell vevo bp gak tuh indikasi kl pegelolaan pom coba diperbaiki,neutral
0,Astagfirullah pom bensin shell mana lagi yg harus aku datangi abis smwaa,astagfirullah pom bensin shell datangi abis smwaa,positive
1,setelah sekian lama ga ngisi di pom plat merah (karena shell &amp; bp abis semua) saya pun kembali kecewa haha,sekian ga ngisi pom plat merah shell amp bp abis kecewa haha,positive
0,Shell Padjajaran sama Pom Azra kosong pisan wkwk,shell padjajaran pom azra kosong pisan wkwk,negative
0,@bacottetangga__ Isi Shell Vivo kalo gak BP bang gak ngantri panjang. Sebenernya titik masalah nya ada di antrian yg panjang. Si perekaman mulai kesel dengan antriannya sedangkan pegawai mungkin jenuh dan lelah seharian kerja dengan antrian yg gak abis2. Untung gak meledak tuh pom pada main hp,isi shell vivo kalo gak bp bang gak ngantri sebenernya titik antrian si perekaman kesel antriannya pegawai jenuh lelah seharian kerja antrian gak abis untung gak meledak tuh pom main hp,neutral
0,@hannaconnia @Shell Lho bener juga sih ya pom bensin tapi gada bensin nya ,lho bener ya pom bensin gada bensin,negative
0,info pom shell seng sek onok bbm.e ges,info pom shell seng sek onok bbme ges,neutral
0,anying inimah deket rumah gw sialan aowkaowkokw jarang sih gw isi di pom ini paling di pom satunya sama shell wkwkw,anying inimah deket rumah gw sialan aowkaowkokw jarang gw isi pom pom satunya shell wkwkw,neutral
0,@tormentedfolks cari pom bensin shell yang masih ada stoknya,cari pom bensin shell stoknya,negative
1,@PaltiWest2024 Hahahah buzzer pdip narasi nya prabowo vs gibran basi dan gak laku tau. Isu yg hangat dong kayak kelangkaan gas melon atau pom bensin shell yg pada tutup.,hahahah buzzer pdip narasi prabowo vs gibran basi gak laku tau isu hangat kayak kelangkaan gas melon pom bensin shell tutup,neutral
0,@LambeResing momen ketika truk tangki bbm shell sampai di pom bensin,momen truk tangki bbm shell pom bensin,neutral
0,Sepanjang perjalanan ke kantor biasanya ketemu 6 shell. Tp hampir seminggu ini kosong semua. Semua shell yg gw temuin. Kyk org linglung gw keabisan bensin krn gamau bgt isi di pom merah. Tp kyknya kali ini terpaksa isi dipom merah ,perjalanan kantor ketemu shell tp seminggu kosong shell gw temuin kyk org linglung gw keabisan bensin krn gamau bgt isi pom merah tp kyknya kali terpaksa isi dipom merah,neutral
0,@sbyfess Beli langsung ke pom shell soalnya pasti ori coba langsung liat di YouTube ada konten nya pasti,beli langsung pom shell ori coba langsung liat youtube konten,positive
1,Pom Shell Pelajar Pejuang sudah restock lagi kah BBMnya???,pom shell pelajar pejuang restock kah bbmnya,neutral
0,..oke gas oke gas yg penting gas langka...bahkan pom bensin shell sj enggak jualan berhari2 enggak tahu kenapa...,oke gas oke gas gas langkabahkan pom bensin shell sj jualan berhari,negative
0,@rgoestama Udah dispill om @rasjawa kapan hari. Kemarin saya ke pom shell di letjen suprapto juga kosong.,udah dispill om kemarin pom shell letjen suprapto kosong,neutral
0,Anjir pom bensin shell di tebet mt haryono abdullah syafei abis semua gimana ceritanya,anjir pom bensin shell tebet mt haryono abdullah syafei abis gimana ceritanya,neutral
1,Biasa ngisi di shell kapaksa ngisi di pertamina karena bensin 1 bar deui moal memungkinkan keur ka pom swasta lain karasa jauh pisan di pelayanan meni jarudes da aing ge teu meuli pertalite atuh brow,ngisi shell kapaksa ngisi pertamina bensin bar deui moal keur ka pom swasta karasa pisan pelayanan meni jarudes da aing ge teu meuli pertalite atuh brow,neutral
0,udah 3 pom shell ga ada bensin sekalinya masuk pertamina panjang gila antriannya,udah pom shell ga bensin sekalinya masuk pertamina gila antriannya,neutral
0,Pom bensin Shell kerang kuning knp sih km abis dimana mana apa betul km mau hengkang dari Indonesia ,pom bensin shell kerang kuning knp km abis dimana km hengkang indonesia,neutral
1,Sudah seminggu mengurangi screen time sampai ketinggalan banyak berita. Gara-gara pagi ini bbm tinggal 1 bar 2 pom shell kosong semua baru tau kalau lagi ada masalah impor dan gosip lain. Ayolah bikin kesel jangan begini banget nyusahin rakyatnya,seminggu mengurangi screen time ketinggalan berita garagara pagi bbm tinggal bar pom shell kosong tau impor gosip ayolah bikin kesel banget nyusahin rakyatnya,negative
0,@PRFMnews min pom bensin Shell nu aya bensinna di mana ya? Tadi ka Sudirman kosong euy. Hatur nuhun.,min pom bensin shell nu aya bensinna ya ka sudirman kosong euy hatur nuhun,positive
1615,Shell ga ada BP banyak kosong beneran bikin gua stress bgt wkwkwkwkwkwk Mau berangkat kerja stress sendiri nyariin pom. Pertamina? Hell no thanks.,shell ga bp kosong beneran bikin gua stress bgt wkwkwkwkwkwk berangkat kerja stress nyariin pom pertamina hell no thanks,positive
0,Shell beneran bakal 'disabotase' terus-terusan kayak gini kah? Udah berapa hari POM Shell gaada bensinnya.. gue gamau banget balik lagi ngisi bensin ke P..,shell beneran disabotase terusterusan kayak gini kah udah pom shell gaada bensinnya gue gamau banget ngisi bensin p,negative
0,Ini kenapa di daerah gua shell sama bp udh beberapa hari kosong dah? hanya tersisa pom bensi merah kebanggan negara???,daerah gua shell bp udh kosong dah tersisa pom bensi merah kebanggan negara,negative
0,@stravenues titik letaknya macetnya jalanan dari gede ke kecil dkt pom shell sama dkt spbu kuningan timur,titik letaknya macetnya jalanan gede dkt pom shell dkt spbu kuningan timur,neutral
0,DAPET SHELL DI POM TJ BARAT WALAW ANTRI PANJANG DAN HARGA NAEK(bjr tp gpp) ,dapet shell pom tj barat walaw antri harga naekbjr tp gpp,neutral
0,@Shell beneran mau tutup kah di Indo? Cause the last 2 days 2 pom bensin Shell di Karawaci tutup nih bengkel nya buka sih tapi bensin nya gak ada,beneran tutup kah indo cause the last days pom bensin shell karawaci tutup bengkel buka bensin gak,neutral
0,buset dah ini pom shell pada kenapa dah? bisa bisanya abis semua bensinnya,buset dah pom shell dah bisanya abis bensinnya,positive
3,@hrdbacot Iya mincot ini untuk Shell area Bogor udah datengin 4 pom,iya mincot shell area bogor udah datengin pom,neutral
0,@StefanAntonio__ Sudah sejak seminggu kemarin Pom Bensin Shell juga kosong ....terpaksa puasa dulu. jakarta kok bisa sampai langka BBM ....,seminggu kemarin pom bensin shell kosong terpaksa puasa jakarta langka bbm,negative
0,Spill pom bensin Shell yang masih ada V-Power? Semua yang gue lewatin 0 semua.,spill pom bensin shell vpower gue lewatin,neutral
0,@innovacommunity Bekasi jakarta sampai ciledug shell habis stok kosong. 10 pom sudah saya datangi. Ga ada stok sampai tanggal 7feb katanya. Bgm ni? Vivo bbrp masih ada.,bekasi jakarta ciledug shell habis stok kosong pom datangi ga stok tanggal feb bgm ni vivo bbrp,negative
0,@pidoshit pertalite belinya susah pertamax naik malah banyak pom abis vivo sm bp ngabisin doang shell jualan kopi. kok bu mega ga nangis dah,pertalite belinya susah pertamax pom abis vivo sm bp ngabisin doang shell jualan kopi bu mega ga nangis dah,positive
0,@rasjawa pantes aja udah muter nyari ke 3 pom shell di cikarang pada abis semua,pantes udah muter nyari pom shell cikarang abis,positive
1,@kozirama 2 pom shell kelapa gading tadi pagi terpantau cuman jual diesel dan satu nya lagi cuman jual super,pom shell kelapa gading pagi terpantau cuman jual diesel cuman jual super,neutral
0,@rasjawa Di bogor 3 pom bensin shell kosong semua grade sore ini,bogor pom bensin shell kosong grade sore,negative
0,Beberapa hari ini POM Bensin Shell dan BP kosong terus (Area Bojongsari - Sawangan dsk) akhirnya saya isi Vivo yang antri juga . Ada apakah gerangan? Mungkin @RadioElshinta tahu kenapa?,pom bensin shell bp kosong area bojongsari sawangan dsk isi vivo antri gerangan,neutral
2,@kozirama oh pantes pom shell di citraland sby selalu kosong. alasan optimalisasi atau apa kemarin ya lupa. jadinya ya beli di kuda laut deh karena bensin mau habis,oh pantes pom shell citraland sby kosong alasan optimalisasi kemarin ya lupa ya beli kuda laut deh bensin habis,negative
39,Udah 3 Pom Bensin Shell Bandung habis semua anjir ,udah pom bensin shell bandung habis anjir,negative
3,@BudiBukanIntel @KueBoludarMusa semuanya semua pom swasta. bp shell vivo dll,pom swasta bp shell vivo dll,neutral
0,Pantesan ini 3 pom bensin shell bsd-serpong kosong semua,pantesan pom bensin shell bsdserpong kosong,negative
0,@kozirama d surabaya aman malahan pas libur panjang kmrn kaget nemu pom shell arah ke lumpur lapindo ama mau naik ke trawas katanya pegawainya baru buka 6 bulan,d surabaya aman pas libur kmrn kaget nemu pom shell arah lumpur lapindo ama trawas pegawainya buka,neutral
14,@rasjawa waduuuhh kirain pelajar pejuang doang yg kehabisan stok ternyata hampir semua spbu shell toh. curiga pom merah mainkeun stok dan harga.,waduuuhh kirain pelajar pejuang doang kehabisan stok spbu shell curiga pom merah mainkeun stok harga,negative
0,Kaget bgt beli pertamax di pertamini isi full 60k. Gua biasanya isi shell yg power full pun gapernah sampe 50k. Ini kepepet karna udah ke 2 pom shell bbmnya abis semua dan bensin gua udah kedip2,kaget bgt beli pertamax pertamini isi full k gua isi shell power full gapernah sampe k kepepet karna udah pom shell bbmnya abis bensin gua udah kedip,positive
0,Di SBY juga banyak pom Shell yg BBM-nya kosong gini banget yak mainan nya,sby pom shell bbmnya kosong gini banget yak mainan,negative
0,Info pom bensin shell di bandung yang masih ada bensinnya gaessss :(,info pom bensin shell bandung bensinnya gaessss,positive
0,@kozirama Udah kelap kelip tapi penasaran nyoba lah ke 3 lokasi pom shell yang beda dan semua jawabannya sama baru ada lagi nya februari sueee :),udah kelap kelip penasaran nyoba lokasi pom shell beda jawabannya februari sueee,neutral
0,@kozirama Tadi sepanjang perjalanan ngelewatin dua pom Shell dua-duanya nggak aktif. Harga bensin yang biasanya tertera layarnya mati.,perjalanan ngelewatin pom shell duaduanya nggak aktif harga bensin tertera layarnya mati,negative
1,@kozirama 2 hari lalu ngisi super di grand wisata ngantri udah feeling gaenak pasti ada masalah supply di pom lain langsung isi full tank. pas masuk karawang sejam kemudian liat BP dan Shell kompak pada kosong di karawang barat. sisa diesel doang,ngisi super grand wisata ngantri udah feeling gaenak supply pom langsung isi full tank pas masuk karawang sejam liat bp shell kompak kosong karawang barat sisa diesel doang,positive
2,@PRFMnews Sebagai customer setia shell kecewa ini mah uy lamun tutup mah piraku balik deui ka pom plat bereum geus mah toilet na mayar kualitas BBM pertamina goreng patut,customer setia shell kecewa mah uy lamun tutup mah piraku deui ka pom plat bereum geus mah toilet na mayar kualitas bbm pertamina goreng patut,neutral
0,Jadi ada 3 Shell di Depok 2 di Margonda dan 1 di Siliwangi. Mungkin ada di daerah Depok lainnya gw ga tau. Hari Selasa ke pom Margonda sebrang BW stok habis. Alhasil melipir ke Siliwangi ngisi Super. Hari ini Margonda masih kosong melompong di Siliwangi cuma ada V-Power ,shell depok margonda siliwangi daerah depok gw ga tau selasa pom margonda sebrang bw stok habis alhasil melipir siliwangi ngisi super margonda kosong melompong siliwangi vpower,neutral
0,Sedih banget pom bensin kesayangan gw kosong dimana2 kek aku cinta pelayanan kalian. Mager pindah ke produk dalam negeri kalo pelayanannya masih bad. Shell kamu kenapa nak?,sedih banget pom bensin kesayangan gw kosong dimana kek cinta pelayanan mager pindah produk negeri kalo pelayanannya bad shell nak,negative
0,Senin kemarin juga nyari V-Power di Shell Lippo Karawaci dan Palem Semi semuanya kosong hanya ada Super dan Diesel. Di Shell Jl Otista dapet V-Power tapi Diesel kosong. Ini lagi kenapa ya? Karena biasanya jarang banget sampai kosong. Hal serupa pas lewat pom bensin BP,senin kemarin nyari vpower shell lippo karawaci palem semi kosong super diesel shell jl otista dapet vpower diesel kosong ya jarang banget kosong pas pom bensin bp,neutral
0,@kozirama Bekasi udh 2 Pom Shell juga abis. Motor pake punya Plat merah langsung ga enak ,bekasi udh pom shell abis motor pake plat merah langsung ga enak,positive
0,Ini kenapa Pom Shell bengsinnya abis semua ya dimana-mana?,pom shell bengsinnya abis ya dimanamana,negative
0,Ini pom bensin shell kosong semua gimana ceritanyaa?,pom bensin shell kosong gimana ceritanyaa,negative
9,@rasjawa Tadi isi shell super di pom bensin tanjung barat Simatupang.. stok aman dan gak ngantri sama sekali cenderung sepi ,isi shell super pom bensin tanjung barat simatupang stok aman gak ngantri cenderung sepi,positive
0,Otw tumbang kah? beberapa pom shell pun dilaporkan tutup/tidak kembali melayani. Kalo iya sangat disayangkan sih. Dengan kualitas bahan bakar yang bagus pelayanan yang baik produk selain bahan bakar yang mereka jual pun oke,otw tumbang kah pom shell dilaporkan tutuptidak melayani kalo iya disayangkan kualitas bahan bakar bagus pelayanan produk bahan bakar jual oke,positive
0,dari Bintaro ke jakbar pom shell pd kosong... Ada apa gerangan ?,bintaro jakbar pom shell pd kosong gerangan,negative
0,Ini pom swasta pada kenapa si? Shell semua jenis bahan bakar minyaknya abis bp sisa yang diesel doang isi pertamina ntar masuk bengkel,pom swasta si shell jenis bahan bakar minyaknya abis bp sisa diesel doang isi pertamina ntar masuk bengkel,neutral
0,Ini shell ke apa pada abisssss bensin nya oy udh ke 3 pom gw datengin abis semua @Shell,shell abisssss bensin oy udh pom gw datengin abis,positive
0,Ini bener pom bensin Shell pada kosong bensinnya? Kok mirip kaya pas Petronas mau cabut dr Indonesia yak. ,bener pom bensin shell kosong bensinnya kaya pas petronas cabut dr indonesia yak,negative
0,@teitasemi @um_fess kisaran 60an di pom shell jl kawi,kisaran an pom shell jl kawi,neutral
0,buset udah 2 minggu 3 pom bensin shell Shell V-Power sama V-Power nitro habis semua,buset udah minggu pom bensin shell shell vpower vpower nitro habis,negative
0,@Shell koq bisa bensin habis di pom bensin di daerah Puri jam 8 malam?,koq bensin habis pom bensin daerah puri jam malam,neutral
2,Pom bensin shell cuma ada super doank. Gas melon habis dimana-mana pada susah nyari.,pom bensin shell super doank gas melon habis dimanamana susah nyari,negative
0,weehh ini pom shell napa pada kosong daah ,weehh pom shell napa kosong daah,negative
0,ini kenapa ya pom bensin shell udah 2 hari abis mulu?,ya pom bensin shell udah abis mulu,negative
1,@maafkan_ayahmu Surabaya cuma beberapa waktu yang lalu sempet kosong juga v-power tapi gak di semua pom shell,surabaya sempet kosong vpower gak pom shell,negative
0,mulai sekarang untuk pengisian bahan bakar kalian mulai pindah dari pom merah ke shell/bp/vivo. demi kesehatan kendaraan dan dompet kalian️,pengisian bahan bakar pindah pom merah shellbpvivo kesehatan kendaraan dompet,neutral
0,Ini shell &amp; pom swasta lainnya kyknya makin laku keras. BP GDC selalu penuh Shell Margonda Rest Area Jagorawi habis total sisa Siliwangi msh ada tp kehabisan VPower diesel. Ga kaleng2 emang ,shell amp pom swasta kyknya laku keras bp gdc penuh shell margonda rest area jagorawi habis total sisa siliwangi msh tp kehabisan vpower diesel ga kaleng emang,neutral
4,@rasjawa regulasi impornya ceunah lagi di utak atik pemerintah. jd tidak ada kiriman selama tandatangan belum turun semua pengiriman di stop (kata pegawenya tadi) mungkin bisa tutup sementara seluruh pom shell di bandung,regulasi impornya ceunah utak atik pemerintah jd kiriman tandatangan turun pengiriman stop pegawenya tutup pom shell bandung,neutral
0,selain banyak pom yang nakal i dont think bensin pertamina was ever good after all ((pernah diceritain anak vesmet on why they always choose shell + pengalaman mesin bunyi karna pertalite )),pom nakal i dont think bensin pertamina was ever good after all diceritain anak vesmet on why they always choose shell pengalaman mesin bunyi karna pertalite,neutral
0,tolong adain shell di jogja ngapa pom merah udah busuk soalnya,tolong adain shell jogja ngapa pom merah udah busuk,positive
0,@onadhib @2vmodular @Abubakr_Saliim memang ada tp karena ngejar performa mesin rata2 pada isi vpower ron 95 nya shell dan dapat poin member yg mana di pom plat merah ga ada. tp kalo kasusnya motor buat angkut rongsok gini sih ya balik lg karena yg deket aja,tp ngejar performa mesin isi vpower ron shell poin member pom plat merah ga tp kalo kasusnya motor angkut rongsok gini ya lg deket,neutral
0,biarpun rumah gue sebelahan sama pom bensin merah ogah bgt belinya ngantri. mending cari shell atau pom lain,biarpun rumah gue sebelahan pom bensin merah ogah bgt belinya ngantri mending cari shell pom,neutral
0,@Shell jadi kpn km bikin pom bensin di jogja,kpn km bikin pom bensin jogja,neutral
0,@2vmodular Menunggu pom shell menjamur di pulau jawa,menunggu pom shell menjamur pulau jawa,neutral
0,@2vmodular Betul skrang sdh banyak masyarakat yg udh hilang kepercayaan pada POM BENGSIN + service dari Shell terbukti lebih baik.,skrang sdh masyarakat udh hilang kepercayaan pom bengsin service shell terbukti,negative
0,@2vmodular Pengen banget pindah ke Shell tapi klo mau ke pom Shell 1 5 jam PP ,pengen banget pindah shell klo pom shell jam pp,positive
0,@_calani @matabdulaziz @2vmodular Ini kak caranya mampir aja ke pom shell kalau udh majang foto die cast https://t.co/pll7KEx4Sp,kak mampir pom shell udh majang foto die cast,neutral
0,@2vmodular tapi shell tuh minusnya belum banyak pom jadi masih sedikit susah dijangkau kl kepepet bensin abis,shell tuh minusnya pom susah dijangkau kl kepepet bensin abis,positive
0,pom bensin fav gw pas jaman utbk lebih suka nongkrong di shell daripada di cafe wkwkwkw,pom bensin fav gw pas jaman utbk suka nongkrong shell cafe wkwkwkw,neutral
0,Kalo di Bengkulu ada Shell juga gue suruh adek gue isi shell. Atau pom bensin lain yang bukan pertamina kaya Vivo. Sayangnya ga ada pilihan selain itu huft.,kalo bengkulu shell gue suruh adek gue isi shell pom bensin pertamina kaya vivo sayangnya ga pilihan huft,neutral
0,Budaya turun dari mobil di pom Pertamina jarang. Gausah mobil motor pun sama Tapi di pom shell dan kawan-kawannya pada turun,budaya turun mobil pom pertamina jarang gausah mobil motor pom shell kawankawannya turun,neutral
0,Ikut pindah walaupun ga ke shell. Wkwk bye pom bensin anu,pindah ga shell wkwk bye pom bensin anu,neutral
4,Shell nggak ada niat buka pom bensin dsni apa ya? ,shell nggak niat buka pom bensin dsni ya,negative
0,@2vmodular smoga ak bisa bikin pom bensin shell di sepatan ‍️,smoga ak bikin pom bensin shell sepatan,positive
0,Pliss tolong dong banyakin lagi pom bensin Shell. Di daerah gue tuh jarang susah nyarinya. Kalo bisa juga di meratain ke kabupaten juga,pliss tolong banyakin pom bensin shell daerah gue tuh jarang susah nyarinya kalo meratain kabupaten,positive
0,@2vmodular Pom Shell deket rumah gw juga jadi antri padahal depan nya Pertamina ,pom shell deket rumah gw antri pertamina,neutral
0,Aku pernah habis bensin dan terselamatkannsama pom shell :'),habis bensin terselamatkannsama pom shell,neutral
0,Gueeee juga sekarang isi nya di shell terus. Disalamin (selamat pagi dll) kalau udah keliatan mau penuh ngisinya pelan pelan untuk makesure gaada bensin yang tumpah kalau gak sengaja tumpah mereka say sorry terus dilap bekas tumpahan bensinnya pom bensin merah could never,gueeee isi shell disalamin selamat pagi dll udah keliatan penuh ngisinya pelan pelan makesure gaada bensin tumpah gak sengaja tumpah say sorry dilap bekas tumpahan bensinnya pom bensin merah could never,neutral
0,@2vmodular Tapi ini beneran sih sejak gw pindah setahun dari pom merah ke shell jauh banget bedanya mulai dari tarikan motor hemat pemakaian sampek terakhir waktu service motor (setelah kurleb 8bln gak service) di bengkel langganan katanya mesin motornya bersih.,beneran gw pindah setahun pom merah shell banget bedanya tarikan motor hemat pemakaian sampek service motor kurleb bln gak service bengkel langganan mesin motornya bersih,positive
0,enakan di shell tarikan gas lebih enak aja kalo pake shell tuh dan malesnya di pom bensin merah antri banget..,enakan shell tarikan gas enak kalo pake shell tuh malesnya pom bensin merah antri banget,positive
0,@2vmodular Tapi bukannya shell pom mau berhenti beroprasi?,shell pom berhenti beroprasi,positive
0,Ih di kotaku belum ada pom nya shell,ih kotaku pom shell,neutral
2,Seneng bisa liat Shell ngantri kek gini ekekwkw Di Bandung juga udh mulai rame nih Shell. Dan skrng ketambahan pom bnensi BP juga. https://t.co/tqnF93J6te,seneng liat shell ngantri kek gini ekekwkw bandung udh rame shell skrng ketambahan pom bnensi bp,positive
0,@2vmodular Shell bikin pom di countryside dong disini exxon mobil aja cabut ,shell bikin pom countryside exxon mobil cabut,neutral
0,@2vmodular mobil gw karimun kotak aja minumnya selalu shell ijo males di pom pemerintah harus scan qr dkk jir lah. mending shell buat mesin bagus dapet point lumayan bisa klaim jas hujan ato kupi kan ya,mobil gw karimun kotak minumnya shell ijo males pom pemerintah scan qr dkk jir mending shell mesin bagus dapet point lumayan klaim jas hujan ato kupi ya,neutral
1,Gw udh lama pake shell udh jarang pake si plat merah lg. Yg plat merah kualitasnya jelek bgt sumpah. Ya tentunya karna rumah lebih deket ke pom shell sih hehe https://t.co/FbCkM8G1sP,gw udh pake shell udh jarang pake si plat merah lg plat merah kualitasnya jelek bgt sumpah ya karna rumah deket pom shell hehe,neutral
0,@shell kapan mau bikin pom 24jam di bali bali krisis pom bensin 24 jam,bikin pom jam bali bali krisis pom bensin jam,neutral
0,Kalau bisa sih emang gausah isi di pom bensin merah itu dah. Aku bersyukur banget ada shell buka di palmerah dan searah sama sekolah,emang gausah isi pom bensin merah dah bersyukur banget shell buka palmerah searah sekolah,positive
0,@2vmodular Please Shell buka pom bensin di Jogja juga dong,please shell buka pom bensin jogja,positive
0,@2vmodular Gak juga sih pom bensin merah masih antri panjang di daerahku. Saya juga mulai balik ke pom bensin merah sejak antrean pertamax sama Pertalite dipisah dan pembayaran juga udah bisa non tunai. kalau pom bensin Shell antrinya dua kali antri isi bensin sama antri bayar,gak pom bensin merah antri daerahku pom bensin merah antrean pertamax pertalite dipisah pembayaran udah non tunai pom bensin shell antrinya kali antri isi bensin antri bayar,neutral
0,pokoknya kalo gue di mutasiin harus yg ada pom shell nya titik,pokoknya kalo gue mutasiin pom shell titik,neutral
0,@2vmodular Ayo shell banyakin bangun pom supaya aku kebagian ,ayo shell banyakin bangun pom kebagian,positive
0,Wkwkwk trauma bgt emng pakai pom merah itu Td aja bensin udh sekarat gw terabas aja biar sampai di shell demi perfoma motor butut gw ini lebih kenceng tarikannya.,wkwkwk trauma bgt emng pakai pom merah td bensin udh sekarat gw terabas biar shell perfoma motor butut gw kenceng tarikannya,positive
0,Deket kantor ada VIVO BP sama muter dikit Shell. Udah lama ga pakai merah karena pom bensin yg sejalur ke rumah mesinnya udah bapuk banget. Meterannya ditempel kertas 000. Ga tahu kenapa udah ga bisa angka ribuan. Tapi kalau sekitar rumah adanya merah tok.,deket kantor vivo bp muter dikit shell udah ga pakai merah pom bensin sejalur rumah mesinnya udah bapuk banget meterannya ditempel kertas ga udah ga angka ribuan rumah merah tok,neutral
7,@2vmodular ngisi di pom bumn kualitas busuk takaran kaga jelas mending ke shell beda seribu doang,ngisi pom bumn kualitas busuk takaran kaga mending shell beda seribu doang,positive
0,Habis ngisi Shell Super full tank habis Rp 53.707 dapet 4 37 liter BBM eh ternyata dapet diskon Rp 3.000 karena pake member. Wow wow wow aku cinta pom bensin kerang,habis ngisi shell super full tank habis rp dapet liter bbm eh dapet diskon rp pake member wow wow wow cinta pom bensin kerang,neutral
0,Shell indonesia jangan tutup dongg. udh nyaman isi dr 2013 jaman kuliah ngerasain vpower 8-9 ribuan. Ga sudi jd pom bensin plat merah. Isi nitrogen. Ganti oli. Disitu terus pelayanannya ok. Hadehhhhh,shell indonesia tutup dongg udh nyaman isi dr jaman kuliah ngerasain vpower ribuan ga sudi jd pom bensin plat merah isi nitrogen ganti oli disitu pelayanannya ok hadehhhhh,positive
1,@arya_pradana @innovacommunity ya mungkin kualitasnya membaik tapi pelayannannya ya allah udah jaman gini maish aja harus cash debet?qris baru bisa untuk pembelian 50rb makanya di tempat gua (cipinang) pom bensin yang rame ya shell kecuali yang pada ngincer subsidi,ya kualitasnya membaik pelayannannya ya allah udah jaman gini maish cash debetqris pembelian rb gua cipinang pom bensin rame ya shell kecuali ngincer subsidi,positive
0,@innovacommunity Jangan atuh pom shell tuh udh yg pas buat akuu,atuh pom shell tuh udh pas akuu,neutral
0,@innovacommunity Wah jangan tutup lah. Walaupun gua cma ngisi super tp sumpah enak bngt di motor. Kemaren nyoba isi pertamax 12 rebu di pom bini pas di bonceng ampe ngomong motor kok gaenak amat ya. Ga kaya isi shell ,tutup gua cma ngisi super tp sumpah enak bngt motor kemaren nyoba isi pertamax rebu pom bini pas bonceng ampe ngomong motor gaenak ya ga kaya isi shell,positive
1,wadooooh... my opinion kualitas bbm pertamax ga sebagus v power mesin lebih terjaga bersih belom lagi treatment pom shell tu so far the best sih gue rasa. servis ganti kampas rem d/b servis cvt ato sekedar ganti oli okeee isi angin gratis. aaah kek monopoli pasar bbm bet dah,wadooooh my opinion kualitas bbm pertamax ga sebagus v power mesin terjaga bersih belom treatment pom shell tu so far the best gue servis ganti kampas rem db servis cvt ato sekedar ganti oli okeee isi angin gratis aaah kek monopoli pasar bbm bet dah,positive
0,@innovacommunity Bjiirr lah baru sebulan ini pindah ke shell dari pom rezim!udh mau cabut aj,bjiirr sebulan pindah shell pom rezimudh cabut aj,positive
0,@idextratime Shell pom bp dah paling bener,shell pom bp dah bener,negative
0,@idextratime Plis jangan. Cuma shell yg cabangnya udh banyak bgt dibanding pom swasta lain ,plis shell cabangnya udh bgt dibanding pom swasta,positive
0,@urlavoca Total tutup Shell mau tutup BP lagi gencar sih bikin pom bensin sisanya Vivo.,total tutup shell tutup bp gencar bikin pom bensin sisanya vivo,neutral
0,Padahal udah dari 2021 pake shell soalnya kalo di kuda laut ngisi ngantri banget terus juga kadang ada beberapa pom yang pelayanan nya gak bagus kadang udah ngisi yg biru biar gak ngantri yg jaga cuma sebiji bolak balik jadi tetep nunggu juga,udah pake shell kalo kuda laut ngisi ngantri banget kadang pom pelayanan gak bagus kadang udah ngisi biru biar gak ngantri jaga sebiji bolak tetep nunggu,positive
0,@innovacommunity selain kualitas bbm nya yang menurut gw bagus banget gw juga suka vibe pom bensin shell sih terasa modern dan clean gitu bahkan untuk sekedar pitstop duduk di deli2go sedih setitik,kualitas bbm gw bagus banget gw suka vibe pom bensin shell modern clean gitu sekedar pitstop duduk deligo sedih setitik,neutral
